material_type,moisture_content,contamination_level,combustibility,calorific_value,rdf_score,rdf_suitable,rdf_grade
paper,20.51,4.41,7.55,16.18,0.6592,1,Medium
glass,4.88,2.43,0.0,0.0,0.3467,0,Unsuitable
plastic,1.65,5.62,8.31,42.43,0.8358,1,High
paper,23.1,0.46,9.18,15.05,0.6844,1,Medium
glass,0.55,0.59,0.0,0.0,0.4616,1,Low
paper,25.24,1.23,7.67,15.69,0.611,1,Medium
cardboard,17.77,1.15,8.79,17.6,0.5504,1,Medium
organic,69.46,5.91,4.17,6.67,0.2732,0,Unsuitable
glass,0.48,2.18,0.0,0.0,0.3751,0,Low
plastic,9.26,1.89,8.55,31.62,0.8353,1,High
organic,73.71,7.78,2.02,5.83,0.0874,0,Unsuitable
paper,5.38,3.1,7.61,16.6,0.5842,1,Medium
cardboard,24.58,2.19,7.5,16.55,0.5229,1,Medium
paper,15.61,2.13,8.38,14.12,0.6484,1,Medium
glass,4.47,2.21,0.0,0.0,0.3947,0,Low
metal,1.54,2.01,0.29,0.42,0.5061,1,Medium
organic,75.35,7.78,5.59,7.04,0.2633,0,Unsuitable
glass,1.49,0.89,0.0,0.0,0.378,0,Low
metal,3.69,0.99,0.95,0.02,0.4585,1,Low
paper,11.89,4.49,9.49,13.42,0.5754,1,Medium
cardboard,9.3,2.46,7.37,16.41,0.6483,1,Medium
paper,26.35,2.77,7.65,16.71,0.5241,1,Medium
paper,29.03,1.34,7.88,14.54,0.571,1,Medium
paper,22.18,2.79,9.68,13.96,0.5859,1,Medium
cardboard,7.92,3.78,9.15,17.39,0.8073,1,High
plastic,2.43,0.84,8.86,43.26,0.8532,1,High
cardboard,18.2,0.8,8.63,15.04,0.6721,1,Medium
cardboard,12.87,3.52,9.17,15.11,0.6474,1,Medium
paper,21.59,4.65,9.41,13.88,0.5884,1,Medium
glass,1.75,1.51,0.0,0.0,0.4534,1,Low
organic,68.01,4.86,5.63,4.72,0.2804,0,Unsuitable
organic,59.17,9.47,3.06,4.67,0.1847,0,Unsuitable
cardboard,7.3,0.84,9.84,17.33,0.6948,1,Medium
organic,54.31,6.29,4.7,5.81,0.3121,0,Unsuitable
paper,25.48,0.29,9.64,13.17,0.6552,1,Medium
cardboard,8.6,0.89,8.21,16.97,0.6949,1,Medium
paper,18.31,1.6,9.4,13.44,0.6891,1,Medium
metal,0.48,0.64,0.59,0.06,0.4907,1,Low
metal,0.59,1.82,0.35,0.45,0.3449,0,Unsuitable
glass,0.3,2.69,0.0,0.0,0.4169,0,Low
cardboard,11.07,1.41,7.47,16.78,0.6023,1,Medium
glass,2.08,2.99,0.0,0.0,0.3616,0,Low
metal,0.55,0.98,0.09,0.3,0.506,1,Medium
glass,1.87,0.49,0.0,0.0,0.3852,0,Low
plastic,7.51,0.53,9.25,36.81,0.8791,1,High
paper,20.86,3.37,8.32,16.19,0.6142,1,Medium
plastic,9.54,5.66,8.19,45.14,0.8269,1,High
paper,7.67,2.6,7.1,15.36,0.5807,1,Medium
metal,2.54,0.68,0.54,0.4,0.3552,0,Low
plastic,5.53,2.13,9.5,41.23,0.9314,1,High
glass,3.0,1.95,0.0,0.0,0.2825,0,Unsuitable
plastic,2.49,0.33,9.93,30.97,0.8917,1,High
cardboard,23.37,2.26,9.46,17.16,0.6398,1,Medium
metal,1.82,0.01,0.25,0.48,0.4642,1,Low
metal,2.54,0.93,0.99,0.02,0.3907,0,Low
glass,2.31,0.23,0.0,0.0,0.409,0,Low
cardboard,17.5,0.4,7.86,15.41,0.6509,1,Medium
glass,2.66,0.01,0.0,0.0,0.4295,0,Low
glass,0.18,1.05,0.0,0.0,0.4165,0,Low
cardboard,9.32,2.73,7.08,16.67,0.6477,1,Medium
organic,60.81,4.52,4.26,3.74,0.2656,0,Unsuitable
paper,17.76,0.16,8.83,16.0,0.6321,1,Medium
glass,1.04,0.91,0.0,0.0,0.4179,0,Low
paper,23.53,0.19,8.65,14.8,0.6217,1,Medium
metal,2.62,0.4,0.88,0.38,0.4649,1,Low
metal,3.6,0.73,0.43,0.19,0.413,0,Low
plastic,3.46,0.02,9.69,32.3,0.8779,1,High
plastic,7.85,3.63,8.34,39.89,0.8187,1,High
metal,1.59,0.1,0.61,0.11,0.4765,1,Low
organic,67.2,8.41,5.87,5.92,0.2178,0,Unsuitable
paper,9.54,4.0,9.08,16.91,0.5631,1,Medium
metal,1.67,2.46,0.06,0.32,0.4096,0,Low
paper,9.13,4.05,7.05,15.99,0.6616,1,Medium
paper,21.24,2.05,7.08,16.21,0.6073,1,Medium
metal,4.73,0.91,0.26,0.49,0.4972,1,Low
paper,9.02,2.19,9.36,16.54,0.6877,1,Medium
organic,40.67,7.34,2.47,7.55,0.311,0,Unsuitable
organic,52.12,8.79,4.52,3.5,0.2859,0,Unsuitable
cardboard,11.16,0.0,9.93,16.24,0.7649,1,High
organic,68.5,7.23,3.21,3.5,0.1645,0,Unsuitable
cardboard,18.45,3.44,7.05,17.58,0.5996,1,Medium
plastic,9.47,1.4,8.64,40.58,0.8167,1,High
cardboard,13.33,2.16,7.51,17.08,0.6073,1,Medium
organic,71.95,5.42,5.85,3.6,0.2029,0,Unsuitable
metal,2.68,2.27,0.61,0.04,0.4402,0,Low
metal,2.66,2.08,0.51,0.18,0.3678,0,Low
paper,17.43,2.69,8.41,14.06,0.5932,1,Medium
glass,0.32,2.12,0.0,0.0,0.4578,1,Low
metal,2.55,1.16,0.29,0.0,0.4848,1,Low
plastic,4.73,4.32,9.92,30.05,0.8103,1,High
glass,2.29,2.54,0.0,0.0,0.3651,0,Low
cardboard,12.9,0.08,8.76,16.48,0.7775,1,High
cardboard,5.26,4.0,8.0,16.44,0.5994,1,Medium
plastic,7.13,5.33,9.88,33.03,0.7786,1,High
glass,0.23,2.15,0.0,0.0,0.4794,1,Low
glass,2.83,1.29,0.0,0.0,0.3658,0,Low
glass,0.11,0.16,0.0,0.0,0.5238,1,Medium
glass,1.63,2.92,0.0,0.0,0.4661,1,Low
paper,5.64,3.64,9.31,14.28,0.6443,1,Medium
plastic,6.06,2.21,9.23,36.95,0.8498,1,High
plastic,1.1,4.8,8.68,44.97,0.8019,1,High
glass,0.14,2.2,0.0,0.0,0.47,1,Low
cardboard,15.66,2.41,8.29,15.25,0.6035,1,Medium
glass,1.65,0.94,0.0,0.0,0.3657,0,Low
glass,1.3,2.42,0.0,0.0,0.4177,0,Low
plastic,7.59,0.54,9.4,45.8,0.868,1,High
paper,15.2,4.86,8.96,13.39,0.6843,1,Medium
organic,41.99,5.77,5.66,4.16,0.248,0,Unsuitable
glass,3.32,2.9,0.0,0.0,0.3261,0,Unsuitable
cardboard,17.84,3.13,7.1,16.28,0.5813,1,Medium
plastic,6.78,3.69,9.86,31.42,0.835,1,High
glass,0.5,1.04,0.0,0.0,0.4145,0,Low
cardboard,21.57,0.72,7.55,15.16,0.5529,1,Medium
glass,0.69,0.96,0.0,0.0,0.3907,0,Low
plastic,5.68,1.0,8.75,36.85,0.9412,1,High
cardboard,17.67,1.07,8.93,17.86,0.7073,1,High
paper,10.42,0.77,9.7,13.01,0.6481,1,Medium
glass,0.44,1.85,0.0,0.0,0.4544,1,Low
organic,55.22,4.16,4.54,5.48,0.246,0,Unsuitable
glass,4.78,0.94,0.0,0.0,0.4483,0,Low
organic,46.11,5.83,4.58,4.25,0.2486,0,Unsuitable
glass,1.17,0.63,0.0,0.0,0.3613,0,Low
plastic,5.7,1.07,9.14,33.61,0.8796,1,High
glass,4.44,2.16,0.0,0.0,0.4866,1,Low
metal,4.88,1.04,0.8,0.28,0.5034,1,Medium
metal,0.26,1.85,0.3,0.35,0.3735,0,Low
organic,61.46,7.39,3.87,7.39,0.1861,0,Unsuitable
plastic,9.8,0.2,8.42,41.33,0.9236,1,High
glass,0.77,2.17,0.0,0.0,0.466,1,Low
paper,10.21,4.84,7.32,15.39,0.5614,1,Medium
organic,78.26,5.39,5.0,5.24,0.2157,0,Unsuitable
metal,1.83,0.68,0.08,0.05,0.3872,0,Low
glass,1.22,1.59,0.0,0.0,0.4472,0,Low
glass,3.59,0.68,0.0,0.0,0.4278,0,Low
organic,68.29,9.97,2.72,6.7,0.2367,0,Unsuitable
glass,3.22,2.89,0.0,0.0,0.4828,1,Low
glass,2.49,2.75,0.0,0.0,0.4309,0,Low
metal,1.3,2.57,0.23,0.15,0.3883,0,Low
cardboard,24.22,1.96,7.57,15.81,0.6544,1,Medium
cardboard,17.68,1.86,7.99,17.7,0.6412,1,Medium
paper,16.15,4.91,9.13,14.69,0.6351,1,Medium
glass,4.48,2.22,0.0,0.0,0.3898,0,Low
glass,2.98,1.11,0.0,0.0,0.4393,0,Low
paper,25.75,1.41,7.09,13.16,0.5686,1,Medium
paper,13.01,3.34,8.46,13.3,0.6754,1,Medium
plastic,1.02,0.38,8.42,41.21,0.8873,1,High
cardboard,20.13,2.14,7.94,15.02,0.6262,1,Medium
organic,51.59,4.75,5.9,3.87,0.3715,0,Low
plastic,3.06,2.36,8.16,36.47,0.8936,1,High
organic,67.76,6.32,3.23,4.83,0.3276,0,Unsuitable
plastic,1.52,4.18,9.74,44.42,0.9408,1,High
paper,18.26,3.94,9.78,13.09,0.5831,1,Medium
cardboard,24.94,3.72,9.41,15.89,0.6345,1,Medium
paper,5.73,0.94,8.85,16.17,0.7083,1,High
cardboard,12.82,1.82,7.08,17.59,0.6347,1,Medium
paper,9.98,2.05,9.13,16.48,0.7838,1,High
paper,28.59,2.75,8.1,13.8,0.499,1,Low
paper,22.98,1.09,7.27,13.8,0.6632,1,Medium
metal,1.15,0.35,0.38,0.24,0.4861,1,Low
cardboard,21.58,1.02,9.66,17.72,0.6075,1,Medium
metal,1.23,1.87,0.14,0.04,0.3688,0,Low
paper,20.15,4.02,7.78,16.73,0.6088,1,Medium
glass,2.04,0.2,0.0,0.0,0.4615,1,Low
cardboard,18.65,1.14,9.8,17.77,0.626,1,Medium
plastic,0.47,0.17,8.28,39.53,0.8654,1,High
plastic,9.48,1.05,8.55,30.87,0.7123,1,High
cardboard,14.61,2.3,8.69,15.76,0.5637,1,Medium
glass,1.48,0.74,0.0,0.0,0.523,1,Medium
glass,2.66,2.85,0.0,0.0,0.3847,0,Low
metal,3.68,1.51,0.21,0.0,0.476,1,Low
glass,3.33,1.31,0.0,0.0,0.4366,0,Low
metal,2.59,1.54,0.82,0.22,0.4645,1,Low
cardboard,22.89,0.97,9.73,15.41,0.61,1,Medium
organic,47.33,5.98,5.94,3.49,0.2634,0,Unsuitable
plastic,1.11,5.71,9.1,44.09,0.7884,1,High
plastic,0.15,1.59,8.67,38.56,0.9178,1,High
metal,4.07,0.52,0.7,0.23,0.5039,1,Medium
plastic,1.77,0.85,9.24,31.4,0.9133,1,High
plastic,0.8,5.33,9.92,30.7,0.8239,1,High
glass,1.4,1.99,0.0,0.0,0.4933,1,Low
metal,4.96,0.23,0.66,0.14,0.444,0,Low
organic,45.95,9.56,4.73,3.25,0.1571,0,Unsuitable
plastic,3.09,2.83,9.45,40.82,0.827,1,High
glass,2.56,0.13,0.0,0.0,0.4672,1,Low
metal,3.24,1.29,0.43,0.08,0.3984,0,Low
paper,10.6,2.03,7.57,15.81,0.7124,1,High
cardboard,22.5,3.04,8.56,16.41,0.6509,1,Medium
plastic,9.56,4.23,9.52,44.39,0.7948,1,High
plastic,9.97,4.22,9.19,36.61,0.7516,1,High
cardboard,21.08,2.62,7.6,16.83,0.61,1,Medium
cardboard,16.67,2.54,7.44,15.29,0.6081,1,Medium
plastic,6.07,5.59,9.56,41.93,0.8892,1,High
organic,75.68,6.51,2.4,5.67,0.2292,0,Unsuitable
cardboard,11.4,0.04,8.86,15.12,0.6702,1,Medium
plastic,9.99,2.22,8.04,37.89,0.8027,1,High
glass,4.46,2.13,0.0,0.0,0.3383,0,Unsuitable
paper,28.07,1.0,7.94,16.54,0.5724,1,Medium
metal,1.59,0.11,0.42,0.25,0.4697,1,Low
cardboard,12.38,2.57,9.67,16.95,0.6937,1,Medium
paper,25.42,0.83,7.9,13.2,0.5591,1,Medium
paper,13.23,4.3,7.26,14.84,0.5397,1,Medium
organic,48.06,5.61,4.61,5.45,0.3569,0,Low
cardboard,14.64,3.93,7.22,15.83,0.5869,1,Medium
organic,61.84,6.98,5.59,4.39,0.277,0,Unsuitable
cardboard,14.81,1.2,7.91,16.17,0.6626,1,Medium
metal,2.38,0.46,0.76,0.33,0.4989,1,Low
plastic,6.54,2.88,9.36,36.98,0.8442,1,High
metal,4.93,2.16,0.61,0.24,0.4589,1,Low
metal,1.63,0.37,0.13,0.01,0.441,0,Low
cardboard,9.55,3.33,9.71,15.51,0.5834,1,Medium
cardboard,23.38,1.94,8.14,15.88,0.6024,1,Medium
plastic,2.26,4.97,8.39,40.29,0.8352,1,High
cardboard,7.52,1.13,9.3,17.19,0.6608,1,Medium
cardboard,14.52,0.39,9.15,17.38,0.725,1,High
paper,13.45,1.27,9.69,13.58,0.7019,1,High
organic,52.57,8.32,4.78,7.94,0.3416,0,Unsuitable
organic,55.13,8.48,2.86,7.74,0.2158,0,Unsuitable
paper,24.58,4.14,8.44,15.97,0.6216,1,Medium
glass,4.12,1.7,0.0,0.0,0.4539,1,Low
glass,3.1,2.95,0.0,0.0,0.2794,0,Unsuitable
glass,2.75,2.0,0.0,0.0,0.4546,1,Low
cardboard,20.87,3.94,7.76,17.52,0.6193,1,Medium
organic,69.17,6.12,5.18,4.41,0.285,0,Unsuitable
cardboard,15.98,0.46,7.84,15.5,0.6405,1,Medium
glass,0.6,1.84,0.0,0.0,0.2908,0,Unsuitable
glass,3.32,2.56,0.0,0.0,0.441,0,Low
glass,2.56,0.59,0.0,0.0,0.3899,0,Low
plastic,5.74,0.93,9.62,44.38,0.981,1,High
cardboard,13.19,3.53,8.2,15.33,0.5023,1,Medium
cardboard,14.99,1.37,9.68,17.78,0.6328,1,Medium
plastic,4.83,1.32,8.96,33.67,0.7645,1,High
paper,26.06,0.43,7.63,15.13,0.6317,1,Medium
metal,3.77,1.07,0.07,0.25,0.36,0,Low
cardboard,18.57,0.64,8.54,17.71,0.7294,1,High
metal,3.61,2.11,0.15,0.45,0.4547,1,Low
metal,0.26,0.25,0.46,0.02,0.4398,0,Low
